DR_NO,Part 1-2,Crm Cd,Crm Cd Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4
200319785.0,2.0,,INTIMATE PARTNER - SIMPLE ASSAULT,,,,
,1.0,,BURGLARY FROM VEHICLE,,,,
200121232.0,2.0,740.0,,740.0,,,
,2.0,813.0,,813.0,,,
,,761.0,BRANDISH WEAPON,761.0,998.0,,
200117652.0,,,INTIMATE PARTNER - SIMPLE ASSAULT,626.0,,,
200614084.0,1.0,310.0,BURGLARY,,,,
200506488.0,2.0,624.0,,624.0,,,
,1.0,230.0,,230.0,,,
200511013.0,1.0,420.0,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),420.0,,,
200805075.0,,888.0,TRESPASSING,888.0,,,
200708389.0,,,,330.0,,,
200617063.0,,626.0,,626.0,,,
200814329.0,,510.0,,510.0,,,
200100993.0,2.0,888.0,TRESPASSING,888.0,998.0,,
200105643.0,1.0,,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",,,,
,,,BURGLARY FROM VEHICLE,330.0,,,
200118591.0,2.0,740.0,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",740.0,,,
200809599.0,1.0,310.0,BURGLARY,310.0,,,
,2.0,740.0,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",,,,
,1.0,330.0,,,,,
200906192.0,1.0,510.0,VEHICLE - STOLEN,510.0,,,
,,956.0,,956.0,,,
,1.0,510.0,,510.0,,,
201014059.0,,420.0,,420.0,998.0,,
201211056.0,2.0,901.0,VIOLATION OF RESTRAINING ORDER,901.0,,,
,1.0,330.0,BURGLARY FROM VEHICLE,330.0,,,
,1.0,230.0,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",,,,
,2.0,626.0,,626.0,,,
201115203.0,,,THEFT PLAIN - PETTY ($950 & UNDER),440.0,,,
200206755.0,1.0,510.0,VEHICLE - STOLEN,,,,
200715293.0,,440.0,THEFT PLAIN - PETTY ($950 & UNDER),440.0,,,
,1.0,,BURGLARY FROM VEHICLE,330.0,,,
200320428.0,1.0,,ROBBERY,210.0,,,
200109868.0,,330.0,,330.0,,,
200119789.0,,440.0,,,,,
200811330.0,2.0,810.0,,810.0,,,
200120369.0,2.0,930.0,CRIMINAL THREATS - NO WEAPON DISPLAYED,930.0,,,
201218861.0,,624.0,,624.0,,,
200616137.0,1.0,210.0,ROBBERY,210.0,,,
201006278.0,,649.0,DOCUMENT FORGERY / STOLEN FELONY,649.0,,,
200810073.0,,310.0,,310.0,,,
200507420.0,1.0,310.0,BURGLARY,,,,
201212038.0,1.0,,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),420.0,,,
200217241.0,,330.0,,,,,
,,341.0,,341.0,,,
200315229.0,,510.0,VEHICLE - STOLEN,510.0,,,
201014559.0,2.0,,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",740.0,,,
,2.0,624.0,BATTERY - SIMPLE ASSAULT,624.0,,,
201308208.0,1.0,341.0,,341.0,,,
200810741.0,,,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),420.0,,,
200805769.0,,,PROWLER,933.0,,,
,,810.0,"SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",810.0,,,
200913034.0,1.0,,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",230.0,,,
,1.0,510.0,,510.0,,,
200615053.0,2.0,,BATTERY - SIMPLE ASSAULT,624.0,,,
200208150.0,,236.0,,236.0,,,
,2.0,740.0,,740.0,,,
,2.0,740.0,,740.0,,,
200617717.0,1.0,230.0,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",,,,
201224523.0,,354.0,,354.0,,,
200517496.0,1.0,,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",230.0,,,
200704985.0,,,,,,,
,,,,,,,
201014177.0,,310.0,BURGLARY,,,,
201007830.0,,354.0,,354.0,,,
,2.0,745.0,,,,,
200917570.0,1.0,761.0,BRANDISH WEAPON,,,,
200700825.0,,625.0,,625.0,,,
201309027.0,,,,440.0,,,
200508955.0,1.0,510.0,VEHICLE - STOLEN,,,,
200605763.0,,480.0,,480.0,,,
200611233.0,,310.0,BURGLARY,,,,
200315200.0,1.0,310.0,,310.0,,,
200106727.0,,210.0,,,,,
201209755.0,2.0,740.0,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",740.0,,,
,1.0,310.0,,310.0,,,
200109938.0,1.0,440.0,THEFT PLAIN - PETTY ($950 & UNDER),440.0,,,
200117455.0,2.0,624.0,BATTERY - SIMPLE ASSAULT,,,,
,1.0,420.0,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),420.0,,,
201005299.0,1.0,510.0,VEHICLE - STOLEN,510.0,,,
200204616.0,1.0,210.0,ROBBERY,210.0,,,
201218647.0,1.0,320.0,,320.0,,,
200507362.0,2.0,745.0,,745.0,,,
201005448.0,1.0,,,,,,
200307289.0,1.0,,,330.0,,,
,2.0,745.0,VANDALISM - MISDEAMEANOR ($399 OR UNDER),745.0,,,
,2.0,745.0,,745.0,,,
,1.0,310.0,BURGLARY,310.0,,,
200814000.0,1.0,510.0,VEHICLE - STOLEN,,,,
,2.0,,,626.0,,,
200905074.0,,,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",740.0,,,
200808642.0,,330.0,,330.0,,,
,,740.0,,740.0,998.0,,
200506413.0,2.0,627.0,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,627.0,,,
200904222.0,1.0,331.0,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),331.0,,,
201005003.0,2.0,354.0,THEFT OF IDENTITY,354.0,,,
,1.0,440.0,THEFT PLAIN - PETTY ($950 & UNDER),440.0,,,
200809871.0,1.0,420.0,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,,,
200410437.0,1.0,,INTIMATE PARTNER - AGGRAVATED ASSAULT,236.0,998.0,,
,1.0,341.0,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",341.0,998.0,,
200817149.0,2.0,745.0,VANDALISM - MISDEAMEANOR ($399 OR UNDER),745.0,,,
,1.0,310.0,,,998.0,,
200309415.0,1.0,230.0,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",230.0,,,
200413548.0,2.0,626.0,INTIMATE PARTNER - SIMPLE ASSAULT,626.0,,,
,1.0,310.0,BURGLARY,,,,
201015343.0,1.0,442.0,,442.0,,,
201308275.0,1.0,310.0,,,,,
,,,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",740.0,,,
201113880.0,1.0,510.0,VEHICLE - STOLEN,,,,
200815255.0,2.0,930.0,CRIMINAL THREATS - NO WEAPON DISPLAYED,,,,
201222913.0,1.0,230.0,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",230.0,,,
200209828.0,,624.0,BATTERY - SIMPLE ASSAULT,624.0,,,
,1.0,,BURGLARY FROM VEHICLE,330.0,,,
201106029.0,2.0,662.0,,662.0,,,
201111073.0,2.0,626.0,,626.0,,,
201226878.0,2.0,903.0,,,,,
200414614.0,2.0,624.0,BATTERY - SIMPLE ASSAULT,,,,
200309181.0,1.0,210.0,ROBBERY,210.0,,,
,1.0,420.0,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,,,
200113865.0,1.0,121.0,"RAPE, FORCIBLE",,998.0,,
,2.0,740.0,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",740.0,,,
201215607.0,1.0,510.0,VEHICLE - STOLEN,510.0,,,
200309724.0,2.0,627.0,,627.0,,,
200707408.0,,,VANDALISM - MISDEAMEANOR ($399 OR UNDER),,,,
,1.0,230.0,,230.0,,,
201005311.0,2.0,354.0,,354.0,,,
201114448.0,2.0,,OTHER MISCELLANEOUS CRIME,946.0,,,
200515369.0,2.0,624.0,BATTERY - SIMPLE ASSAULT,624.0,,,
,2.0,624.0,BATTERY - SIMPLE ASSAULT,624.0,,,
,2.0,,,,,,
201308032.0,1.0,210.0,ROBBERY,210.0,,,
200508627.0,,510.0,VEHICLE - STOLEN,,,,
200817511.0,,510.0,VEHICLE - STOLEN,510.0,,,
200811574.0,2.0,,"BUNCO, GRAND THEFT",662.0,,,
201006655.0,1.0,,VEHICLE - STOLEN,510.0,,,
200813558.0,,,BURGLARY,310.0,,,
200118195.0,2.0,624.0,,624.0,,,
,2.0,,TRESPASSING,,,,
200208098.0,1.0,,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",230.0,998.0,,
200112613.0,,310.0,BURGLARY,,,,
,1.0,343.0,,,,,
200304992.0,2.0,900.0,VIOLATION OF COURT ORDER,900.0,,,
200717344.0,1.0,230.0,,230.0,,,
201307937.0,,745.0,,,,,
200105779.0,1.0,442.0,SHOPLIFTING - PETTY THEFT ($950 & UNDER),442.0,,,
,2.0,354.0,,354.0,,,
,1.0,,,520.0,,,
201006302.0,2.0,354.0,,,,,
200315512.0,2.0,,CRIMINAL THREATS - NO WEAPON DISPLAYED,930.0,,,
,1.0,420.0,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),420.0,,,
,,624.0,,624.0,,,
200905149.0,,420.0,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),420.0,,,
,,510.0,VEHICLE - STOLEN,,,,
200218946.0,,626.0,INTIMATE PARTNER - SIMPLE ASSAULT,626.0,,,
,,626.0,INTIMATE PARTNER - SIMPLE ASSAULT,626.0,930.0,,
200710949.0,,251.0,SHOTS FIRED AT INHABITED DWELLING,,,,
200121118.0,2.0,624.0,BATTERY - SIMPLE ASSAULT,624.0,,,
,2.0,624.0,,624.0,,,
,1.0,310.0,BURGLARY,310.0,,,
200817055.0,,,THEFT OF IDENTITY,,,,
200317577.0,2.0,740.0,,,,,
,1.0,310.0,BURGLARY,,,,
201107101.0,1.0,331.0,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),,,,
,,740.0,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",740.0,,,
200616098.0,1.0,,BURGLARY,,,,
200817549.0,,,,,480.0,,
200205897.0,2.0,740.0,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",740.0,,,
200705517.0,1.0,310.0,,310.0,998.0,,
201225424.0,,662.0,"BUNCO, GRAND THEFT",,,,
201308178.0,,420.0,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,,,
,,235.0,CHILD ABUSE (PHYSICAL) - AGGRAVATED ASSAULT,235.0,,,
201219540.0,2.0,,VIOLATION OF COURT ORDER,,,,
,2.0,626.0,INTIMATE PARTNER - SIMPLE ASSAULT,,998.0,,
,2.0,,,624.0,,,
200215105.0,1.0,,,341.0,,,
,,,INTIMATE PARTNER - SIMPLE ASSAULT,626.0,,,
200914561.0,1.0,,THEFT PLAIN - PETTY ($950 & UNDER),,,,
200809098.0,1.0,331.0,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),331.0,,,
200119266.0,2.0,624.0,BATTERY - SIMPLE ASSAULT,,,,
,1.0,420.0,,420.0,,,
200513714.0,,236.0,INTIMATE PARTNER - AGGRAVATED ASSAULT,236.0,,,
200115900.0,2.0,930.0,CRIMINAL THREATS - NO WEAPON DISPLAYED,930.0,,,
200513759.0,1.0,210.0,ROBBERY,,,,
200107166.0,1.0,420.0,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),420.0,,,
201307922.0,,740.0,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",,,,
200600572.0,1.0,230.0,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",230.0,,,
200214522.0,1.0,761.0,BRANDISH WEAPON,761.0,,,
,2.0,,OTHER ASSAULT,625.0,,,
201114744.0,2.0,740.0,,740.0,,,
200219031.0,1.0,510.0,,510.0,,,
,2.0,624.0,BATTERY - SIMPLE ASSAULT,,,,
200613299.0,1.0,440.0,,,,,
201216809.0,2.0,,,624.0,,,
200510262.0,,901.0,,,998.0,,
200304254.0,,210.0,ROBBERY,,,,
200508315.0,1.0,330.0,,,998.0,,
201307394.0,,,"THEFT, PERSON",350.0,,,
200314185.0,2.0,,FAILURE TO YIELD,,,,
200813704.0,2.0,624.0,,624.0,,,
,2.0,888.0,TRESPASSING,888.0,998.0,,
,2.0,354.0,THEFT OF IDENTITY,354.0,,,
200810394.0,1.0,480.0,BIKE - STOLEN,480.0,,,
201005559.0,1.0,330.0,BURGLARY FROM VEHICLE,330.0,,,
200307818.0,,624.0,BATTERY - SIMPLE ASSAULT,624.0,,,
200605339.0,1.0,210.0,ROBBERY,210.0,,,
,1.0,420.0,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),420.0,998.0,,
200106969.0,1.0,220.0,,220.0,998.0,,
200910959.0,,354.0,,,,,
200817910.0,2.0,624.0,BATTERY - SIMPLE ASSAULT,624.0,,,
200109882.0,,740.0,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",740.0,,,
,,440.0,,,,,
200410015.0,,,CRIMINAL THREATS - NO WEAPON DISPLAYED,930.0,,,
200505164.0,1.0,330.0,BURGLARY FROM VEHICLE,,,,
201215929.0,1.0,510.0,VEHICLE - STOLEN,,,,
,,420.0,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),420.0,,,
201208159.0,2.0,623.0,BATTERY POLICE (SIMPLE),,,,
200410713.0,,,VIOLATION OF RESTRAINING ORDER,,,,
200613302.0,1.0,121.0,,121.0,,,
,1.0,,"BURGLARY, ATTEMPTED",320.0,,,
201309520.0,1.0,510.0,,,,,
201007697.0,,,,,,,
,1.0,,BURGLARY FROM VEHICLE,330.0,,,
,1.0,761.0,,761.0,,,
,1.0,330.0,BURGLARY FROM VEHICLE,330.0,,,
200510258.0,1.0,,,310.0,,,
200111560.0,1.0,,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),420.0,,,
,1.0,510.0,,510.0,,,
200407448.0,,510.0,VEHICLE - STOLEN,510.0,,,
200808623.0,,510.0,VEHICLE - STOLEN,510.0,,,
201208311.0,1.0,442.0,SHOPLIFTING - PETTY THEFT ($950 & UNDER),442.0,,,
201111446.0,,624.0,,624.0,,,
201221905.0,2.0,956.0,,,,,
200315812.0,,624.0,BATTERY - SIMPLE ASSAULT,624.0,,,
201004447.0,1.0,420.0,,420.0,,,
200107097.0,2.0,888.0,,888.0,,,
201205536.0,2.0,354.0,THEFT OF IDENTITY,354.0,,,
,1.0,,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",230.0,,,
,2.0,,BATTERY - SIMPLE ASSAULT,624.0,,,
201111276.0,,310.0,BURGLARY,310.0,,,
200915380.0,1.0,,VEHICLE - STOLEN,510.0,,,
200215499.0,,230.0,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",230.0,,,
200305181.0,1.0,330.0,,,,,
,,,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),331.0,,,
200518307.0,2.0,626.0,INTIMATE PARTNER - SIMPLE ASSAULT,,,,
200318978.0,1.0,310.0,BURGLARY,310.0,,,
200906377.0,1.0,,THEFT PLAIN - PETTY ($950 & UNDER),440.0,,,
201005259.0,,310.0,,310.0,,,
,,210.0,ROBBERY,210.0,,,
,1.0,310.0,BURGLARY,310.0,,,
,2.0,740.0,,740.0,,,
201218838.0,,,,230.0,,,
200215261.0,1.0,,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",,998.0,,
,,310.0,BURGLARY,,,,
,2.0,745.0,VANDALISM - MISDEAMEANOR ($399 OR UNDER),745.0,,,
200916297.0,2.0,237.0,CHILD NEGLECT (SEE 300 W.I.C.),,,,
,2.0,740.0,,740.0,,,
200315218.0,,,,510.0,,,
201008430.0,,,THEFT OF IDENTITY,,,,
,2.0,624.0,,,,,
200817621.0,2.0,,BATTERY WITH SEXUAL CONTACT,,,,
201113991.0,,,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),,,,
201112917.0,2.0,624.0,BATTERY - SIMPLE ASSAULT,624.0,,,
200405738.0,1.0,230.0,,230.0,,,
,2.0,624.0,BATTERY - SIMPLE ASSAULT,624.0,,,
200517065.0,2.0,956.0,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",956.0,,,
,1.0,330.0,BURGLARY FROM VEHICLE,330.0,,,
200321355.0,,,BATTERY - SIMPLE ASSAULT,,,,
201114096.0,1.0,,,236.0,,,
200217457.0,2.0,626.0,INTIMATE PARTNER - SIMPLE ASSAULT,,,,
200508710.0,2.0,740.0,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",740.0,,,
,2.0,740.0,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",,,,
200408818.0,,753.0,DISCHARGE FIREARMS/SHOTS FIRED,753.0,,,
200401031.0,1.0,761.0,BRANDISH WEAPON,761.0,,,
200517677.0,2.0,624.0,BATTERY - SIMPLE ASSAULT,,,,
200408310.0,1.0,236.0,,236.0,,,
200206108.0,,,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",,,,
201116940.0,,,,626.0,,,
,1.0,440.0,,440.0,,,
,1.0,,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",230.0,,,
,2.0,624.0,BATTERY - SIMPLE ASSAULT,624.0,,,
,1.0,236.0,INTIMATE PARTNER - AGGRAVATED ASSAULT,,,,
,2.0,740.0,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",,,,
200413689.0,2.0,745.0,VANDALISM - MISDEAMEANOR ($399 OR UNDER),745.0,,,
201307340.0,2.0,740.0,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",740.0,,,
200104020.0,,,"THEFT, PERSON",,624.0,,
200900878.0,,,BURGLARY,,,,
200504101.0,2.0,626.0,,626.0,,,
200604970.0,1.0,310.0,BURGLARY,310.0,,,
201004547.0,1.0,761.0,BRANDISH WEAPON,,,,
200315625.0,2.0,662.0,"BUNCO, GRAND THEFT",,,,
200619198.0,1.0,330.0,BURGLARY FROM VEHICLE,330.0,,,
,2.0,,EXTORTION,940.0,,,
200105668.0,2.0,740.0,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",740.0,,,
,,910.0,,910.0,,,
201109782.0,,930.0,,930.0,,,
200618601.0,1.0,320.0,,320.0,,,
200217561.0,,649.0,DOCUMENT FORGERY / STOLEN FELONY,649.0,,,
201108248.0,,236.0,,236.0,,,
200510811.0,1.0,510.0,,510.0,,,
200716474.0,2.0,740.0,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",740.0,,,
,2.0,740.0,,740.0,,,
200511191.0,1.0,,VEHICLE - STOLEN,,,,
,2.0,,,624.0,,,
,2.0,930.0,CRIMINAL THREATS - NO WEAPON DISPLAYED,930.0,,,
201206491.0,,,THEFT OF IDENTITY,,,,
200110614.0,2.0,,,354.0,,,
200121011.0,2.0,624.0,,624.0,,,
,2.0,624.0,BATTERY - SIMPLE ASSAULT,,998.0,,
200609370.0,,649.0,DOCUMENT FORGERY / STOLEN FELONY,649.0,,,
201010669.0,1.0,510.0,VEHICLE - STOLEN,,,,
201209005.0,1.0,230.0,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",230.0,,,
200705949.0,1.0,330.0,BURGLARY FROM VEHICLE,330.0,,,
200209211.0,,230.0,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",,,,
,2.0,354.0,THEFT OF IDENTITY,354.0,,,
,,930.0,CRIMINAL THREATS - NO WEAPON DISPLAYED,,,,
200709388.0,1.0,440.0,THEFT PLAIN - PETTY ($950 & UNDER),440.0,,,
200112253.0,,121.0,"RAPE, FORCIBLE",121.0,,,
201308323.0,,341.0,,341.0,,,
201011561.0,,624.0,BATTERY - SIMPLE ASSAULT,624.0,,,
200313713.0,2.0,,,740.0,,,
201216282.0,,510.0,,510.0,,,
201216184.0,,350.0,,350.0,,,
200305652.0,,330.0,,330.0,,,
,,624.0,BATTERY - SIMPLE ASSAULT,,,,
200905500.0,,230.0,,230.0,,,
200109713.0,2.0,624.0,BATTERY - SIMPLE ASSAULT,624.0,,,
,,330.0,BURGLARY FROM VEHICLE,,,,
200916918.0,,331.0,,331.0,,,
,1.0,,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,,,
200612496.0,,888.0,,,,,
201223495.0,2.0,745.0,VANDALISM - MISDEAMEANOR ($399 OR UNDER),,,,
200813996.0,,,THEFT PLAIN - PETTY ($950 & UNDER),440.0,,,
201000553.0,,310.0,BURGLARY,310.0,998.0,,
,2.0,740.0,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",740.0,,,
,1.0,440.0,THEFT PLAIN - PETTY ($950 & UNDER),440.0,,,
201215907.0,2.0,,INTIMATE PARTNER - SIMPLE ASSAULT,626.0,,,
,,,,,,,
200505146.0,1.0,310.0,BURGLARY,310.0,998.0,,
200504897.0,,,SHOPLIFTING - PETTY THEFT ($950 & UNDER),442.0,,,
200314841.0,1.0,230.0,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",230.0,,,
200313623.0,2.0,,,,,,
201206799.0,1.0,,VEHICLE - STOLEN,,,,
200515445.0,2.0,,VANDALISM - MISDEAMEANOR ($399 OR UNDER),,,,
201004147.0,1.0,,,,,,
201214341.0,1.0,510.0,VEHICLE - STOLEN,,,,
200515941.0,,,,745.0,,,
200121249.0,1.0,,,440.0,,,
,2.0,354.0,,354.0,,,
,1.0,,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),420.0,,,
200709332.0,2.0,888.0,,888.0,,,
200817701.0,1.0,,,310.0,,,
200322289.0,1.0,440.0,THEFT PLAIN - PETTY ($950 & UNDER),440.0,,,
200105821.0,,662.0,"BUNCO, GRAND THEFT",662.0,,,
200610266.0,,,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",230.0,,,
200717579.0,,440.0,THEFT PLAIN - PETTY ($950 & UNDER),440.0,,,
200615773.0,1.0,210.0,ROBBERY,210.0,,,
200613428.0,,626.0,,626.0,,,
,,888.0,,,,,
,2.0,,BATTERY - SIMPLE ASSAULT,,,,
200413772.0,,230.0,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",,,,
,2.0,901.0,VIOLATION OF RESTRAINING ORDER,901.0,,,
201220309.0,1.0,520.0,,520.0,,,
200807373.0,,440.0,THEFT PLAIN - PETTY ($950 & UNDER),440.0,,,
,,,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,231.0,,,
,1.0,341.0,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",341.0,,,
201010819.0,2.0,,BATTERY - SIMPLE ASSAULT,624.0,,,
,1.0,230.0,,,,,
201107141.0,,,OTHER ASSAULT,625.0,,,
200313332.0,2.0,,,664.0,,,
,1.0,330.0,,,,,
201111606.0,,440.0,THEFT PLAIN - PETTY ($950 & UNDER),440.0,,,
200916722.0,,745.0,,,,,
201205422.0,2.0,,"BUNCO, GRAND THEFT",662.0,,,
,,,"THEFT, PERSON",350.0,998.0,,
201104698.0,,,,,,,
200710266.0,1.0,,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,231.0,,,
201205679.0,1.0,236.0,INTIMATE PARTNER - AGGRAVATED ASSAULT,,,,
200915054.0,1.0,,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),,,,
201224628.0,1.0,510.0,VEHICLE - STOLEN,,,,
,1.0,230.0,,230.0,998.0,,
,,900.0,VIOLATION OF COURT ORDER,,,,
200511316.0,1.0,510.0,VEHICLE - STOLEN,510.0,,,
200104847.0,,740.0,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",740.0,,,
,1.0,210.0,ROBBERY,210.0,998.0,,
,1.0,,,510.0,,,
201109374.0,1.0,510.0,,510.0,,,
201217474.0,2.0,922.0,CHILD STEALING,922.0,,,
200614948.0,1.0,330.0,,330.0,,,
200907316.0,1.0,230.0,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",230.0,,,
200304485.0,,,,420.0,,,
200321498.0,,745.0,VANDALISM - MISDEAMEANOR ($399 OR UNDER),745.0,,,
200809094.0,1.0,310.0,BURGLARY,310.0,,,
200509156.0,1.0,345.0,DISHONEST EMPLOYEE - GRAND THEFT,,,,
200912140.0,2.0,930.0,CRIMINAL THREATS - NO WEAPON DISPLAYED,930.0,,,
200119163.0,2.0,956.0,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",956.0,,,
200809578.0,1.0,310.0,,310.0,,,
200509656.0,1.0,,VEHICLE - STOLEN,510.0,,,
,,901.0,,901.0,,,
200906163.0,,440.0,THEFT PLAIN - PETTY ($950 & UNDER),440.0,,,
,,440.0,,440.0,,,
200813586.0,2.0,740.0,,740.0,,,
,1.0,231.0,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,231.0,,,
,,,INTIMATE PARTNER - AGGRAVATED ASSAULT,236.0,,,
201005684.0,1.0,440.0,THEFT PLAIN - PETTY ($950 & UNDER),,,,
200815363.0,,624.0,BATTERY - SIMPLE ASSAULT,,,,
201115139.0,1.0,,,440.0,,,
200411241.0,2.0,901.0,,901.0,,,
200617085.0,2.0,946.0,,946.0,,,
,,354.0,THEFT OF IDENTITY,,,,
200316363.0,,627.0,,627.0,,,
,1.0,310.0,,310.0,,,
201009929.0,,624.0,,624.0,,,
200514655.0,,,SHOPLIFTING - PETTY THEFT ($950 & UNDER),,,,
200914946.0,2.0,624.0,BATTERY - SIMPLE ASSAULT,624.0,,,
200611776.0,1.0,440.0,THEFT PLAIN - PETTY ($950 & UNDER),440.0,,,
,2.0,624.0,BATTERY - SIMPLE ASSAULT,624.0,,,
200214383.0,,,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,,,
200817254.0,2.0,745.0,,,,,
200307361.0,1.0,440.0,THEFT PLAIN - PETTY ($950 & UNDER),440.0,,,
200716460.0,1.0,440.0,,440.0,,,
200711409.0,,310.0,BURGLARY,,,,
,1.0,330.0,BURGLARY FROM VEHICLE,330.0,,,
,,745.0,VANDALISM - MISDEAMEANOR ($399 OR UNDER),745.0,,,
200314570.0,,210.0,ROBBERY,210.0,,,
,1.0,480.0,,480.0,,,
200511598.0,,,INTIMATE PARTNER - AGGRAVATED ASSAULT,236.0,,,
200813697.0,1.0,,BURGLARY,310.0,,,
200618876.0,1.0,,,510.0,,,
200214622.0,2.0,900.0,VIOLATION OF COURT ORDER,900.0,,,
,1.0,251.0,SHOTS FIRED AT INHABITED DWELLING,251.0,998.0,,
200205153.0,2.0,,,354.0,,,
,1.0,510.0,VEHICLE - STOLEN,510.0,,,
201005915.0,2.0,740.0,,,,,
200400797.0,1.0,230.0,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",230.0,,,
201104584.0,2.0,624.0,,624.0,,,
,,930.0,CRIMINAL THREATS - NO WEAPON DISPLAYED,930.0,,,
,,341.0,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",341.0,,,
200205520.0,2.0,,TRESPASSING,888.0,,,
200210584.0,,210.0,ROBBERY,210.0,,,
200704709.0,2.0,626.0,INTIMATE PARTNER - SIMPLE ASSAULT,,,,
200711681.0,,,,420.0,,,
,,626.0,,626.0,,,
