DR_NO,Status,Status Desc
201213125.0,AA,Adult Arrest
,IC,
200209624.0,IC,
200308407.0,IC,Invest Cont
200105954.0,IC,Invest Cont
201014441.0,IC,
201207385.0,AO,
200212992.0,IC,
200604791.0,IC,Invest Cont
,IC,Invest Cont
200716363.0,IC,
201227099.0,IC,
,,
201227319.0,IC,Invest Cont
,AA,
200516224.0,IC,Invest Cont
200304519.0,,Invest Cont
201205682.0,IC,Invest Cont
200210493.0,IC,Invest Cont
,IC,Invest Cont
201013903.0,AA,
200511559.0,,Adult Arrest
201010922.0,AO,Adult Other
,,Adult Other
200811451.0,IC,Invest Cont
201109411.0,AO,
200717484.0,,Invest Cont
200514704.0,,Adult Other
,IC,Invest Cont
200510007.0,AA,
200206807.0,AO,Adult Other
201116139.0,,
200314909.0,,Invest Cont
200713641.0,,Invest Cont
,IC,Invest Cont
200205434.0,IC,Invest Cont
200912261.0,IC,Invest Cont
200319963.0,AA,Adult Arrest
,,
,IC,Invest Cont
200506685.0,IC,Invest Cont
,IC,Invest Cont
201108370.0,IC,Invest Cont
201309676.0,IC,Invest Cont
201006509.0,IC,
200811598.0,AO,
201105106.0,IC,
200605768.0,AA,Adult Arrest
,IC,
200909460.0,,Invest Cont
,,
,,Juv Arrest
200609928.0,,Adult Other
,IC,
200320536.0,IC,Invest Cont
200110411.0,AA,
200608406.0,IC,
201219001.0,,
201112900.0,IC,
201116868.0,IC,
201218751.0,IC,
201012222.0,IC,
,IC,
,IC,Invest Cont
201220072.0,IC,Invest Cont
200713392.0,,Invest Cont
201305004.0,,
201005430.0,AA,Adult Arrest
201013317.0,IC,Invest Cont
200810467.0,IC,Invest Cont
,AA,Adult Arrest
200910649.0,AO,
200407371.0,IC,
201201004.0,IC,Invest Cont
201109269.0,AO,Adult Other
200118078.0,,Invest Cont
,,Adult Other
200116606.0,,
200505254.0,IC,Invest Cont
201207195.0,IC,Invest Cont
200817213.0,IC,Invest Cont
200215745.0,IC,Invest Cont
200411756.0,,Adult Arrest
201300754.0,,Invest Cont
200311142.0,,Invest Cont
201305606.0,IC,Invest Cont
200908833.0,IC,Invest Cont
,AO,Adult Other
200715319.0,IC,Invest Cont
,,Invest Cont
200812902.0,AA,Adult Arrest
,IC,Invest Cont
201010350.0,AA,
,,Invest Cont
201108403.0,IC,Invest Cont
200900896.0,IC,Invest Cont
,IC,Invest Cont
201214262.0,IC,Invest Cont
200914475.0,IC,
,IC,Invest Cont
201204184.0,AA,Adult Arrest
201222238.0,,
200816593.0,IC,Invest Cont
201104267.0,IC,Invest Cont
200405534.0,IC,Invest Cont
200717407.0,IC,Invest Cont
200704314.0,IC,
,,Adult Arrest
201112703.0,IC,
201227115.0,IC,Invest Cont
201107906.0,IC,Invest Cont
200911346.0,AO,Adult Other
201206724.0,IC,Invest Cont
201110319.0,IC,Invest Cont
200322152.0,AO,
201213939.0,IC,Invest Cont
,IC,Invest Cont
200613711.0,IC,Invest Cont
,AO,
200814094.0,IC,
,IC,Invest Cont
,,Invest Cont
200616672.0,IC,Invest Cont
,IC,Invest Cont
201111340.0,AA,Adult Arrest
200119204.0,IC,
200311485.0,IC,Invest Cont
201014070.0,IC,Invest Cont
200619612.0,IC,Invest Cont
200310265.0,IC,Invest Cont
200911684.0,IC,Invest Cont
201105383.0,,Adult Arrest
,IC,Invest Cont
200306794.0,IC,Invest Cont
,IC,Invest Cont
200316456.0,,Invest Cont
,IC,Invest Cont
200814505.0,IC,Invest Cont
,,Invest Cont
200911608.0,IC,Invest Cont
200120184.0,IC,Invest Cont
200316909.0,,Invest Cont
200211726.0,,Invest Cont
,AO,Adult Other
200905808.0,AA,Adult Arrest
200306392.0,IC,Invest Cont
,IC,Invest Cont
200617514.0,AO,
,AO,Adult Other
200717033.0,IC,
201208091.0,IC,Invest Cont
200118989.0,,
201308758.0,IC,
200321636.0,IC,Invest Cont
201216421.0,AO,
,IC,Invest Cont
201213175.0,,
200813982.0,IC,
201105447.0,IC,Invest Cont
201116330.0,,Invest Cont
200104886.0,IC,Invest Cont
,AO,Adult Other
200308144.0,,Invest Cont
,,Invest Cont
200705667.0,AO,Adult Other
200516356.0,AA,Adult Arrest
201217037.0,IC,
201215454.0,,
,IC,Invest Cont
,IC,Invest Cont
200121889.0,IC,Invest Cont
,IC,Invest Cont
200517961.0,IC,Invest Cont
,IC,Invest Cont
200605702.0,,Invest Cont
,AO,Adult Other
200209454.0,IC,Invest Cont
201225586.0,IC,Invest Cont
201219019.0,,Invest Cont
200306280.0,AA,Adult Arrest
200510371.0,,Invest Cont
200120495.0,IC,Invest Cont
200617676.0,IC,
200109835.0,AO,
201000976.0,,Adult Arrest
201011046.0,IC,
201223954.0,AO,Adult Other
201110658.0,IC,
,,Invest Cont
201301153.0,IC,Invest Cont
,IC,
200514645.0,IC,Invest Cont
200815851.0,,
201309373.0,,Invest Cont
200610318.0,AO,Adult Other
200708905.0,IC,Invest Cont
,,Invest Cont
201115346.0,,Invest Cont
200716459.0,IC,Invest Cont
,,
,IC,Invest Cont
,,Adult Other
200106347.0,,
200905327.0,IC,Invest Cont
201306732.0,AO,Adult Other
,,Invest Cont
201216139.0,AO,Adult Other
,,
200713512.0,IC,Invest Cont
200615509.0,,
200516796.0,IC,
200211525.0,,Invest Cont
,,Invest Cont
200110092.0,IC,
200911620.0,IC,Invest Cont
,IC,Invest Cont
201012537.0,IC,Invest Cont
201221579.0,,Invest Cont
201300688.0,,Adult Arrest
200813030.0,,
,IC,Invest Cont
200812626.0,IC,Invest Cont
200615549.0,IC,Invest Cont
200307347.0,,Invest Cont
,IC,Invest Cont
,IC,
,IC,Invest Cont
200121404.0,,Adult Other
200401162.0,AO,Adult Other
,IC,Invest Cont
201306212.0,IC,
,IC,Invest Cont
201105658.0,IC,Invest Cont
201308883.0,IC,Invest Cont
,IC,Invest Cont
200200869.0,AA,Adult Arrest
200507894.0,IC,
,,Invest Cont
200309464.0,AO,Adult Other
,AA,Adult Arrest
200118365.0,IC,Invest Cont
200113064.0,AO,Adult Other
200906602.0,IC,Invest Cont
200505447.0,AO,
200116876.0,IC,Invest Cont
200714602.0,AO,Adult Other
200212635.0,IC,Invest Cont
201116638.0,AA,Adult Arrest
200604920.0,IC,Invest Cont
201200602.0,IC,Invest Cont
200711924.0,IC,Invest Cont
200105349.0,,
,IC,Invest Cont
,IC,
200713893.0,AO,Adult Other
,IC,Invest Cont
201222198.0,,Invest Cont
200513444.0,IC,
,IC,
200215030.0,IC,Invest Cont
201008125.0,IC,
200609985.0,IC,Invest Cont
200307062.0,IC,Invest Cont
200504679.0,AA,Adult Arrest
200411975.0,AA,Adult Arrest
200504335.0,IC,Invest Cont
200512047.0,IC,Invest Cont
,IC,Invest Cont
200210672.0,AO,Adult Other
200414172.0,IC,Invest Cont
200612549.0,IC,Invest Cont
,IC,
,,Invest Cont
200117504.0,,Invest Cont
,IC,Invest Cont
201309731.0,IC,Invest Cont
201007696.0,IC,
200315711.0,IC,Invest Cont
200308863.0,,
201112617.0,IC,Invest Cont
200709884.0,IC,Invest Cont
201113787.0,,Invest Cont
,IC,Invest Cont
,IC,Invest Cont
200510755.0,IC,
200704225.0,IC,Invest Cont
201110837.0,AO,Adult Other
201226960.0,IC,
200513690.0,IC,Invest Cont
200305472.0,IC,Invest Cont
200122295.0,IC,Invest Cont
200807152.0,AO,Adult Other
200914042.0,,
,AO,Adult Other
,AO,Adult Other
200912201.0,IC,Invest Cont
,,Invest Cont
,IC,Invest Cont
201009303.0,IC,Invest Cont
,IC,Invest Cont
200805892.0,IC,Invest Cont
,,Invest Cont
201309065.0,IC,Invest Cont
,,Invest Cont
200311056.0,IC,
,IC,
200606622.0,IC,Invest Cont
200707083.0,,Adult Other
200407723.0,IC,Invest Cont
,IC,Invest Cont
200210693.0,IC,Invest Cont
201215692.0,IC,Invest Cont
200813205.0,AA,
,,Invest Cont
,IC,Invest Cont
200100708.0,,
,AO,Adult Other
200618126.0,,Invest Cont
200814506.0,IC,
,IC,
,IC,
200408502.0,AA,Adult Arrest
200811444.0,,Adult Other
200804538.0,,Invest Cont
200618062.0,,
200811281.0,AO,Adult Other
201008518.0,IC,Invest Cont
200320074.0,IC,Invest Cont
,IC,Invest Cont
201005853.0,IC,Invest Cont
200510375.0,IC,Invest Cont
200704819.0,IC,
201217794.0,,Adult Other
200714140.0,IC,Invest Cont
201008607.0,AO,
,AO,
200904753.0,IC,Invest Cont
200905488.0,AA,Adult Arrest
201108421.0,,Invest Cont
200413855.0,AO,Adult Other
,,
201221827.0,AO,Adult Other
,IC,Invest Cont
,,
200408846.0,IC,Invest Cont
,IC,
200213544.0,AA,Adult Arrest
,,
200506388.0,IC,
,,Invest Cont
200615274.0,IC,Invest Cont
200113924.0,AA,Adult Arrest
200613746.0,,Invest Cont
,AO,Adult Other
200312588.0,IC,Invest Cont
200617280.0,IC,
,IC,
200500521.0,IC,Invest Cont
,,Invest Cont
,IC,Invest Cont
,IC,Invest Cont
,AO,Adult Other
200816577.0,IC,
200815096.0,IC,Invest Cont
,IC,Invest Cont
,IC,Invest Cont
200119084.0,IC,Invest Cont
200706701.0,IC,Invest Cont
201004729.0,,Invest Cont
200516258.0,IC,
200119769.0,IC,
200219027.0,IC,Invest Cont
200616400.0,IC,Invest Cont
,IC,Invest Cont
200111121.0,,Adult Arrest
201115165.0,IC,Invest Cont
,IC,Invest Cont
200115723.0,AA,Adult Arrest
200111037.0,AO,Adult Other
201106245.0,IC,Invest Cont
201109809.0,AO,Adult Other
200108310.0,IC,Invest Cont
,IC,
200208300.0,,Invest Cont
,IC,Invest Cont
200917680.0,IC,Invest Cont
200806842.0,IC,Invest Cont
200115865.0,AO,Adult Other
201014504.0,IC,
200306602.0,AO,Adult Other
200111283.0,,Invest Cont
201309057.0,IC,Invest Cont
,IC,Invest Cont
200508637.0,AO,
200805674.0,AO,Adult Other
201004911.0,,
,IC,Invest Cont
200812669.0,IC,Invest Cont
,,Invest Cont
200713182.0,IC,Invest Cont
200510459.0,IC,Invest Cont
200105205.0,IC,Invest Cont
200121806.0,AA,
200605208.0,IC,Invest Cont
200907755.0,,Invest Cont
,,Adult Arrest
201213598.0,IC,Invest Cont
,IC,Invest Cont
,,Invest Cont
,AO,
201013619.0,AA,Adult Arrest
200414434.0,IC,Invest Cont
200605713.0,IC,Invest Cont
200406924.0,AO,
200912661.0,IC,Invest Cont
200816290.0,,Invest Cont
,IC,
200404949.0,,Invest Cont
,,
,,
200900752.0,IC,
,,Adult Other
200117897.0,IC,
,IC,Invest Cont
200118868.0,IC,Invest Cont
201205482.0,AO,Adult Other
200510499.0,AA,Adult Arrest
200207349.0,AO,Adult Other
200608936.0,AO,Adult Other
,,Invest Cont
200916422.0,IC,Invest Cont
200106343.0,IC,Invest Cont
200913181.0,IC,Invest Cont
200608757.0,IC,
201216576.0,IC,Invest Cont
201105208.0,IC,Invest Cont
200118875.0,IC,
201211125.0,,Invest Cont
200205530.0,IC,Invest Cont
,AA,
200306025.0,,
201108198.0,IC,Invest Cont
200321237.0,IC,
200218525.0,,
200712864.0,AO,Adult Other
,,
200807919.0,IC,
200606634.0,IC,Invest Cont
200516914.0,AA,
200111758.0,AA,Adult Arrest
200619877.0,IC,
200408239.0,IC,Invest Cont
200510575.0,IC,Invest Cont
,IC,Invest Cont
201301156.0,AO,Adult Other
200508200.0,AO,
200508554.0,IC,Invest Cont
200208375.0,IC,
200709225.0,IC,Invest Cont
200316961.0,IC,
200515025.0,AO,
,AO,
200912215.0,AO,Adult Other
201309348.0,IC,Invest Cont
201106726.0,AO,Adult Other
,IC,Invest Cont
,IC,
200115433.0,IC,Invest Cont
,,Adult Other
200707635.0,IC,Invest Cont
,IC,Invest Cont
,IC,Invest Cont
200813356.0,IC,
201215497.0,,Invest Cont
200810037.0,IC,Invest Cont
200610685.0,IC,Invest Cont
,IC,
200117861.0,IC,Invest Cont
201000541.0,AA,Adult Arrest
200414301.0,,Invest Cont
,IC,Invest Cont
201219992.0,IC,Invest Cont
,IC,Invest Cont
200615657.0,IC,Invest Cont
,,Adult Other
,AO,Adult Other
200112408.0,,Invest Cont
,IC,Invest Cont
200816174.0,IC,Invest Cont
,IC,Invest Cont
200206441.0,IC,Invest Cont
200212606.0,,
201214677.0,IC,
,IC,Invest Cont
,AO,Adult Other
200909212.0,IC,Invest Cont
200613693.0,,Invest Cont
200916943.0,IC,Invest Cont
201112618.0,IC,Invest Cont
201014189.0,,Invest Cont
201217361.0,,
200817737.0,IC,Invest Cont
200508328.0,IC,
201013807.0,IC,
200806535.0,IC,
,IC,
200910059.0,IC,
200208368.0,IC,Invest Cont
200408675.0,,Adult Other
,,Invest Cont
200612285.0,IC,Invest Cont
200114917.0,IC,
200704250.0,,Invest Cont
,IC,Invest Cont
201209370.0,IC,
200210008.0,,Invest Cont
,AA,Adult Arrest
200806065.0,IC,Invest Cont
200911277.0,IC,Invest Cont
200322268.0,IC,Invest Cont
200211067.0,IC,Invest Cont
200304629.0,IC,Invest Cont
,IC,Invest Cont
200912059.0,IC,Invest Cont
,AA,Adult Arrest
200104880.0,IC,Invest Cont
200604993.0,,Invest Cont
,AO,Adult Other
201306976.0,IC,Invest Cont
,IC,Invest Cont
201105085.0,,Invest Cont
200113652.0,IC,
,IC,
200512848.0,,Invest Cont
,IC,Invest Cont
200809780.0,,
200811507.0,IC,Invest Cont
,AO,
200704200.0,AO,Adult Other
200918107.0,IC,
200305532.0,,Invest Cont
,IC,Invest Cont
201113866.0,,Adult Arrest
201113492.0,IC,Invest Cont
201309407.0,IC,Invest Cont
200514659.0,AO,Adult Other
200115933.0,IC,
200216336.0,IC,Invest Cont
201107767.0,IC,Invest Cont
201013837.0,IC,Invest Cont
,IC,Invest Cont
200915623.0,IC,
200213185.0,,
200918625.0,IC,Invest Cont
200514362.0,AA,Adult Arrest
200122099.0,IC,Invest Cont
200514542.0,AO,Adult Other
200119229.0,IC,Invest Cont
200506022.0,IC,
200307642.0,,
,IC,Invest Cont
201227230.0,,
200321271.0,IC,Invest Cont
200112169.0,IC,
201309203.0,IC,Invest Cont
,IC,Invest Cont
200809580.0,IC,
200912918.0,IC,Invest Cont
200811622.0,IC,Invest Cont
200122184.0,IC,Invest Cont
,,Invest Cont
,IC,Invest Cont
200807701.0,,Adult Other
200516115.0,IC,
200310061.0,IC,Invest Cont
200916875.0,IC,Invest Cont
200104034.0,AA,
201211777.0,,Invest Cont
201107775.0,,Invest Cont
200810379.0,IC,Invest Cont
,AA,
200710911.0,IC,Invest Cont
,IC,Invest Cont
201225538.0,IC,Invest Cont
200708836.0,IC,Invest Cont
,IC,
201116524.0,IC,Invest Cont
200904056.0,AO,
,IC,Invest Cont
200908601.0,IC,Invest Cont
,IC,Invest Cont
,,Adult Arrest
,IC,Invest Cont
200804924.0,IC,Invest Cont
,,Adult Arrest
200121040.0,IC,Invest Cont
200816936.0,,Invest Cont
201212214.0,AO,Adult Other
200704738.0,IC,Invest Cont
200811188.0,IC,Invest Cont
201304078.0,,Invest Cont
200619683.0,AO,Adult Other
200617845.0,IC,Invest Cont
200411806.0,IC,Invest Cont
200211371.0,IC,Invest Cont
,IC,Invest Cont
201110231.0,IC,
,AA,
201110645.0,,
200706380.0,IC,
200304594.0,,Invest Cont
,,Adult Other
200717556.0,IC,
200716358.0,IC,
201308902.0,,
200206337.0,AA,
200310728.0,,Invest Cont
,IC,Invest Cont
201222235.0,,
201214500.0,,
200104208.0,,Adult Other
,IC,Invest Cont
200313253.0,IC,Invest Cont
,AO,Adult Other
201109916.0,AO,Adult Other
,IC,Invest Cont
200916431.0,IC,Invest Cont
201206496.0,,Invest Cont
200708228.0,IC,Invest Cont
200511782.0,IC,
200711134.0,,Invest Cont
200612388.0,AO,Adult Other
,IC,Invest Cont
200708333.0,IC,Invest Cont
201218729.0,IC,Invest Cont
,IC,Invest Cont
,IC,Invest Cont
200811440.0,AO,
,AO,Adult Other
,IC,Invest Cont
,,Invest Cont
200414585.0,,
200711816.0,,Adult Arrest
,IC,Invest Cont
,,
200208010.0,IC,Invest Cont
200305112.0,,Invest Cont
,,Invest Cont
200113395.0,IC,
200410341.0,IC,Invest Cont
201016415.0,IC,Invest Cont
200115534.0,AO,Adult Other
,IC,Invest Cont
200912436.0,,
200617625.0,IC,Invest Cont
201013579.0,,Invest Cont
200109376.0,AA,
200212616.0,IC,Invest Cont
,,Invest Cont
,AO,Adult Other
200508130.0,,Adult Arrest
,IC,Invest Cont
200115120.0,,Invest Cont
201004061.0,AA,
200619822.0,IC,
,,Invest Cont
,IC,Invest Cont
201214809.0,,Adult Other
200113321.0,IC,
200310510.0,,
200619338.0,AO,Adult Other
200122098.0,IC,
,IC,Invest Cont
200218260.0,,Invest Cont
200214789.0,IC,Invest Cont
201113222.0,,Invest Cont
200517725.0,,Adult Arrest
201009780.0,AO,Adult Other
200410303.0,IC,Invest Cont
200406299.0,IC,
200904144.0,IC,Invest Cont
,IC,Invest Cont
200508531.0,IC,
201000650.0,AO,
,,
,IC,Invest Cont
,IC,Invest Cont
200515432.0,AO,Adult Other
201206289.0,IC,Invest Cont
,,Adult Other
200707120.0,IC,Invest Cont
201016476.0,,
200212432.0,IC,Invest Cont
200707948.0,AO,Adult Other
,,
201206418.0,IC,Invest Cont
201212234.0,IC,
200219022.0,IC,Invest Cont
,IC,Invest Cont
200106197.0,IC,Invest Cont
200907833.0,IC,
201109979.0,IC,Invest Cont
201015481.0,AA,
,,
201010047.0,IC,
200119655.0,IC,Invest Cont
200314360.0,IC,Invest Cont
200914048.0,IC,Invest Cont
201006100.0,IC,Invest Cont
,IC,Invest Cont
200711471.0,IC,
,IC,
200309132.0,,Invest Cont
200511433.0,IC,Invest Cont
,IC,Invest Cont
,IC,
200616522.0,IC,
,IC,Invest Cont
200321883.0,,Invest Cont
200413383.0,IC,Invest Cont
,,
200918875.0,IC,
201218641.0,,Invest Cont
201215051.0,IC,Invest Cont
200812186.0,,Invest Cont
200508369.0,IC,Invest Cont
,IC,Invest Cont
201109357.0,IC,Invest Cont
200810209.0,,Invest Cont
200509723.0,IC,Invest Cont
200316424.0,AA,Adult Arrest
200108719.0,AO,Adult Other
201226335.0,IC,Invest Cont
200716107.0,,Invest Cont
,IC,Invest Cont
200409344.0,,Invest Cont
,AO,Adult Other
200808363.0,,Invest Cont
200710441.0,AO,Adult Other
200205437.0,IC,Invest Cont
200106875.0,IC,
200309524.0,IC,Invest Cont
201216880.0,IC,Invest Cont
,,Invest Cont
200817973.0,IC,Invest Cont
201112790.0,IC,Invest Cont
200809312.0,,Invest Cont
,IC,Invest Cont
201013563.0,,Invest Cont
200208099.0,,
200106228.0,IC,Invest Cont
200506872.0,AO,Adult Other
,IC,
,IC,Invest Cont
,IC,Invest Cont
,IC,Invest Cont
200510581.0,,Adult Other
200907933.0,AO,Adult Other
,IC,
200510181.0,IC,Invest Cont
200310764.0,IC,Invest Cont
201213197.0,IC,Invest Cont
200809706.0,IC,Invest Cont
200215942.0,,
,,Invest Cont
,AO,Adult Other
,AO,Adult Other
200207390.0,,Invest Cont
200209898.0,IC,Invest Cont
201217136.0,IC,Invest Cont
200618958.0,IC,
,IC,Invest Cont
201113115.0,,
200809897.0,IC,
201107952.0,IC,
200514672.0,IC,Invest Cont
201221668.0,AO,Adult Other
200321346.0,IC,
,AA,Adult Arrest
200414849.0,AO,
200907804.0,AA,Adult Arrest
201218498.0,AA,Adult Arrest
,IC,Invest Cont
,IC,
201224256.0,AA,
200411258.0,IC,
200608971.0,IC,Invest Cont
201307992.0,IC,Invest Cont
200105728.0,IC,
200315279.0,IC,Invest Cont
201205155.0,IC,Invest Cont
201215222.0,IC,Invest Cont
,,Adult Arrest
,IC,
,AO,Adult Other
200705911.0,IC,Invest Cont
200816289.0,,Adult Other
200910426.0,IC,Invest Cont
200505315.0,,
200316691.0,,
200915262.0,IC,Invest Cont
,IC,Invest Cont
201008083.0,,Invest Cont
,,Invest Cont
200118159.0,IC,Invest Cont
201214649.0,IC,Invest Cont
200805550.0,AO,Adult Other
200305794.0,IC,Invest Cont
200318285.0,,Invest Cont
,IC,
,IC,Invest Cont
200107202.0,IC,
201225231.0,AA,Adult Arrest
200518117.0,IC,
200509219.0,AA,
,IC,Invest Cont
200506997.0,IC,Invest Cont
200714192.0,AO,Adult Other
200404156.0,AO,Adult Other
200306834.0,IC,Invest Cont
,,Adult Other
200713407.0,JA,Juv Arrest
,IC,Invest Cont
200911595.0,,
,,
200408825.0,IC,Invest Cont
200319254.0,,Invest Cont
201104874.0,IC,Invest Cont
,IC,
,IC,Invest Cont
,,Invest Cont
201210394.0,,
201306862.0,,Invest Cont
,,Adult Other
200120759.0,,
200817807.0,IC,Invest Cont
200412606.0,AO,Adult Other
,,
200807022.0,IC,Invest Cont
201009019.0,IC,Invest Cont
200207779.0,IC,Invest Cont
,,Invest Cont
200507656.0,IC,Invest Cont
201116092.0,IC,
,,Invest Cont
200315249.0,IC,Invest Cont
200617121.0,IC,Invest Cont
200207324.0,IC,Invest Cont
,AO,Adult Other
,IC,
,AA,Adult Arrest
200404787.0,IC,Invest Cont
200411680.0,IC,Invest Cont
,IC,Invest Cont
,IC,Invest Cont
200714731.0,AA,Adult Arrest
200811935.0,IC,
,,Invest Cont
,,Invest Cont
,,
201000583.0,AO,Adult Other
200715467.0,IC,Invest Cont
200609112.0,IC,Invest Cont
,,Adult Other
200817078.0,,
200100782.0,,Invest Cont
200816945.0,IC,Invest Cont
201108145.0,IC,Invest Cont
,IC,Invest Cont
200809107.0,IC,
200617248.0,IC,Invest Cont
200108571.0,IC,Invest Cont
200815544.0,IC,Invest Cont
201112036.0,AO,Adult Other
201011503.0,IC,Invest Cont
201009720.0,IC,
200319096.0,,Adult Arrest
,,Invest Cont
200306140.0,AO,
,,Adult Other
,IC,Invest Cont
200205335.0,AA,Adult Arrest
,,Invest Cont
200413305.0,IC,
,AA,Adult Arrest
200816365.0,,Invest Cont
201205434.0,IC,Invest Cont
,,
201009255.0,IC,Invest Cont
200205666.0,AO,Adult Other
200305631.0,IC,
200514695.0,AA,Adult Arrest
201207160.0,IC,Invest Cont
200816753.0,IC,
201111248.0,,Invest Cont
200408996.0,IC,Invest Cont
201304201.0,,Adult Other
,IC,
200404206.0,IC,
,,Invest Cont
,IC,Invest Cont
200811312.0,IC,
201114669.0,,Adult Other
,,Invest Cont
,AA,Adult Arrest
200917264.0,IC,
200111717.0,IC,Invest Cont
,,
201219705.0,,Adult Other
201016207.0,IC,Invest Cont
201005587.0,IC,Invest Cont
201223295.0,IC,Invest Cont
200713198.0,,Adult Arrest
200313917.0,IC,Invest Cont
,IC,Invest Cont
201226696.0,IC,Invest Cont
200907545.0,,Adult Other
200612707.0,IC,Invest Cont
201008394.0,IC,
200710576.0,IC,
200208960.0,IC,Invest Cont
201204340.0,IC,
201223889.0,IC,Invest Cont
200612578.0,IC,Invest Cont
200415681.0,IC,Invest Cont
200517876.0,IC,
200411906.0,,Invest Cont
201206301.0,AO,Adult Other
,,
,,Invest Cont
200309840.0,,Adult Arrest
200613887.0,IC,Invest Cont
200517680.0,AO,Adult Other
201226987.0,IC,Invest Cont
,IC,Invest Cont
,,Invest Cont
200918850.0,IC,Invest Cont
200804686.0,,Invest Cont
200112692.0,,Invest Cont
,IC,Invest Cont
,,
200907510.0,IC,Invest Cont
200215616.0,IC,
200918969.0,,Invest Cont
200816846.0,IC,
,,Invest Cont
200319105.0,IC,Invest Cont
200808326.0,IC,
200715174.0,IC,
200709809.0,,Adult Arrest
200210995.0,AA,
,AA,Adult Arrest
200121047.0,IC,Invest Cont
200414217.0,IC,
200214362.0,IC,Invest Cont
201116966.0,IC,Invest Cont
201106657.0,IC,
,IC,Invest Cont
200608037.0,,Invest Cont
,IC,
200814402.0,IC,Invest Cont
200600808.0,AO,Adult Other
200204331.0,IC,Invest Cont
,AO,Adult Other
,,Invest Cont
200807386.0,IC,Invest Cont
200805828.0,IC,Invest Cont
200113541.0,IC,Invest Cont
200612994.0,IC,
,AA,Adult Arrest
200809601.0,IC,Invest Cont
,,Invest Cont
201218150.0,IC,Invest Cont
,AA,Adult Arrest
,AA,Adult Arrest
200311158.0,,Invest Cont
200408888.0,,Invest Cont
201105527.0,IC,Invest Cont
200912552.0,AO,Adult Other
201308943.0,IC,
,IC,
201225245.0,,
201014289.0,IC,Invest Cont
200509063.0,AA,Adult Arrest
200912794.0,IC,Invest Cont
201213032.0,IC,
,AO,Adult Other
,IC,Invest Cont
200712956.0,,Invest Cont
200711487.0,AO,Adult Other
200119398.0,IC,
201305013.0,IC,
200900890.0,AO,Adult Other
201009658.0,AA,Adult Arrest
201224599.0,IC,Invest Cont
200807657.0,IC,Invest Cont
201307574.0,,Invest Cont
201010665.0,AO,Adult Other
200110490.0,IC,Invest Cont
200505685.0,IC,Invest Cont
200408520.0,IC,Invest Cont
200706228.0,,
200809542.0,,Invest Cont
200808919.0,,Invest Cont
200115509.0,IC,Invest Cont
200711417.0,,Invest Cont
200314116.0,IC,Invest Cont
200716182.0,AO,
,IC,Invest Cont
,AA,
200514113.0,,
200604087.0,IC,
,IC,Invest Cont
200318980.0,IC,Invest Cont
200508527.0,IC,Invest Cont
200809278.0,,
,,Invest Cont
,IC,Invest Cont
200314465.0,,Invest Cont
,IC,
,,Invest Cont
200507093.0,,
,IC,Invest Cont
200214017.0,,
,IC,Invest Cont
200314892.0,IC,
,AO,Adult Other
201106058.0,IC,Invest Cont
,AA,Adult Arrest
,IC,
200512452.0,,Invest Cont
201306979.0,AO,
,IC,Invest Cont
200816393.0,IC,Invest Cont
200711472.0,,Invest Cont
,IC,Invest Cont
200706352.0,IC,
200912270.0,IC,Invest Cont
200306234.0,,
200306702.0,,Invest Cont
,IC,
200607766.0,IC,Invest Cont
,IC,Invest Cont
,,Invest Cont
200110448.0,IC,
200908353.0,AO,Adult Other
200917307.0,IC,Invest Cont
200909238.0,AA,
200915750.0,,Invest Cont
200508877.0,AO,
200709236.0,,Invest Cont
,AA,Adult Arrest
,IC,Invest Cont
200305492.0,IC,Invest Cont
200408601.0,IC,Invest Cont
200118558.0,IC,
200913231.0,IC,Invest Cont
200912955.0,IC,
200804857.0,AO,
200904046.0,IC,Invest Cont
201114162.0,IC,Invest Cont
201112628.0,IC,Invest Cont
201307032.0,IC,Invest Cont
200511606.0,IC,Invest Cont
200912418.0,,Invest Cont
200316459.0,AA,
200404692.0,,Adult Arrest
,IC,Invest Cont
